seed: 1024
device: cuda:0
data_path: ./data/
dataset: Beauty
num_workers: 4
id_type: tiger
in_dims: [4096, 2048, 1024, 512, 256, 128, 64, 32]
codebook_dim: 32
codebook_sizes: [256, 256, 256, 256]
rqvae_dropout: 0
sinkhorn_open: True
sinkhorn_epsilons: [0.0, 0.0, 0.0, 0.003]
sinkhorn_iter: 50
kmeans_init_iter: 10
kmeans_cluster: 10
mu: 0.25
alpha: 0.02
beta: 0.0001
rqvae_epochs: 20000
rqvae_batch_size: 1024
rqvae_lr: 0.001
rqvae_wd: 0.0001
rqvae_optimizer: adamw
rqvae_eval_step: 2000
rqvae_eval_metric: unique_key_ratio
t54rec_config_dir_path: ./extra_config/tiger
rqvae_select_position: last
t54rec_epochs: 200
t54rec_train_batch_size: 256
t54rec_valid_batch_size: 64
t54rec_test_batch_size: 64
max_len: 20
t54rec_lr: 0.0005
t54rec_wd: 0.01
t54rec_optimizer: adamw
scheduler_type: cosine
warmup_ratio: 0.01
t54rec_eval_step: 1
t54rec_early_stop_step: 20
t54rec_eval_metric: loss
beam_size: 20
metrics: ['Recall', 'NDCG']
Step [250/514] - Avg Loss: 1.7856, Current lr: 0.0004869087
Step [260/514] - Avg Loss: 1.7858, Current lr: 0.0004868840
Step [270/514] - Avg Loss: 1.7856, Current lr: 0.0004868594
Step [280/514] - Avg Loss: 1.7859, Current lr: 0.0004868347
Step [290/514] - Avg Loss: 1.7862, Current lr: 0.0004868099
Step [300/514] - Avg Loss: 1.7870, Current lr: 0.0004867852
Step [310/514] - Avg Loss: 1.7871, Current lr: 0.0004867604
Step [320/514] - Avg Loss: 1.7873, Current lr: 0.0004867356
Step [330/514] - Avg Loss: 1.7868, Current lr: 0.0004867108
Step [340/514] - Avg Loss: 1.7873, Current lr: 0.0004866860
Step [350/514] - Avg Loss: 1.7877, Current lr: 0.0004866611
Step [360/514] - Avg Loss: 1.7875, Current lr: 0.0004866362
Step [370/514] - Avg Loss: 1.7878, Current lr: 0.0004866113
Step [380/514] - Avg Loss: 1.7881, Current lr: 0.0004865864
Step [390/514] - Avg Loss: 1.7880, Current lr: 0.0004865615
Step [400/514] - Avg Loss: 1.7883, Current lr: 0.0004865365
Step [410/514] - Avg Loss: 1.7882, Current lr: 0.0004865115
Step [420/514] - Avg Loss: 1.7886, Current lr: 0.0004864865
Step [430/514] - Avg Loss: 1.7887, Current lr: 0.0004864614
Step [440/514] - Avg Loss: 1.7888, Current lr: 0.0004864364
Step [450/514] - Avg Loss: 1.7888, Current lr: 0.0004864113
Step [460/514] - Avg Loss: 1.7898, Current lr: 0.0004863862
Step [470/514] - Avg Loss: 1.7895, Current lr: 0.0004863610
Step [480/514] - Avg Loss: 1.7896, Current lr: 0.0004863359
Step [490/514] - Avg Loss: 1.7897, Current lr: 0.0004863107
Step [500/514] - Avg Loss: 1.7899, Current lr: 0.0004862855
Step [510/514] - Avg Loss: 1.7900, Current lr: 0.0004862603
Epoch [23] - Avg Loss: 1.7902
Epoch [23] - Start Eval
Eval - Avg Loss: 1.8125
Save model at epoch [23]
Epoch [24] - Start Training
Step [10/514] - Avg Loss: 1.7411, Current lr: 0.0004862250
Step [20/514] - Avg Loss: 1.7489, Current lr: 0.0004861997
Step [30/514] - Avg Loss: 1.7626, Current lr: 0.0004861744
Step [40/514] - Avg Loss: 1.7605, Current lr: 0.0004861491
Step [50/514] - Avg Loss: 1.7618, Current lr: 0.0004861237
Step [60/514] - Avg Loss: 1.7654, Current lr: 0.0004860984
Step [70/514] - Avg Loss: 1.7668, Current lr: 0.0004860730
Step [80/514] - Avg Loss: 1.7664, Current lr: 0.0004860476
Step [90/514] - Avg Loss: 1.7676, Current lr: 0.0004860221
Step [100/514] - Avg Loss: 1.7683, Current lr: 0.0004859967
Step [110/514] - Avg Loss: 1.7669, Current lr: 0.0004859712
Step [120/514] - Avg Loss: 1.7666, Current lr: 0.0004859457
Step [130/514] - Avg Loss: 1.7674, Current lr: 0.0004859202
Step [140/514] - Avg Loss: 1.7675, Current lr: 0.0004858946
Step [150/514] - Avg Loss: 1.7676, Current lr: 0.0004858691
Step [160/514] - Avg Loss: 1.7685, Current lr: 0.0004858435
Step [170/514] - Avg Loss: 1.7684, Current lr: 0.0004858179
Step [180/514] - Avg Loss: 1.7690, Current lr: 0.0004857922
Step [190/514] - Avg Loss: 1.7688, Current lr: 0.0004857666
Step [200/514] - Avg Loss: 1.7695, Current lr: 0.0004857409
Step [210/514] - Avg Loss: 1.7686, Current lr: 0.0004857152
Step [220/514] - Avg Loss: 1.7689, Current lr: 0.0004856895
Step [230/514] - Avg Loss: 1.7685, Current lr: 0.0004856637
Step [240/514] - Avg Loss: 1.7690, Current lr: 0.0004856380
Step [250/514] - Avg Loss: 1.7687, Current lr: 0.0004856122
Step [260/514] - Avg Loss: 1.7693, Current lr: 0.0004855863
Step [270/514] - Avg Loss: 1.7697, Current lr: 0.0004855605
Step [280/514] - Avg Loss: 1.7714, Current lr: 0.0004855347
Step [290/514] - Avg Loss: 1.7715, Current lr: 0.0004855088
Step [300/514] - Avg Loss: 1.7724, Current lr: 0.0004854829
Step [310/514] - Avg Loss: 1.7720, Current lr: 0.0004854569
Step [320/514] - Avg Loss: 1.7725, Current lr: 0.0004854310
Step [330/514] - Avg Loss: 1.7718, Current lr: 0.0004854050
Step [340/514] - Avg Loss: 1.7717, Current lr: 0.0004853790
Step [350/514] - Avg Loss: 1.7715, Current lr: 0.0004853530
Step [360/514] - Avg Loss: 1.7722, Current lr: 0.0004853270
Step [370/514] - Avg Loss: 1.7722, Current lr: 0.0004853009
Step [380/514] - Avg Loss: 1.7720, Current lr: 0.0004852748
Step [390/514] - Avg Loss: 1.7725, Current lr: 0.0004852487
Step [400/514] - Avg Loss: 1.7723, Current lr: 0.0004852226
Step [410/514] - Avg Loss: 1.7728, Current lr: 0.0004851964
Step [420/514] - Avg Loss: 1.7728, Current lr: 0.0004851703
Step [430/514] - Avg Loss: 1.7736, Current lr: 0.0004851441
Step [440/514] - Avg Loss: 1.7743, Current lr: 0.0004851179
Step [450/514] - Avg Loss: 1.7753, Current lr: 0.0004850916
Step [460/514] - Avg Loss: 1.7753, Current lr: 0.0004850654
Step [470/514] - Avg Loss: 1.7751, Current lr: 0.0004850391
Step [480/514] - Avg Loss: 1.7753, Current lr: 0.0004850128
Step [490/514] - Avg Loss: 1.7754, Current lr: 0.0004849864
Step [500/514] - Avg Loss: 1.7754, Current lr: 0.0004849601
Step [510/514] - Avg Loss: 1.7759, Current lr: 0.0004849337
Epoch [24] - Avg Loss: 1.7762
Epoch [24] - Start Eval
Eval - Avg Loss: 1.8069
Save model at epoch [24]
Epoch [25] - Start Training
Step [10/514] - Avg Loss: 1.7622, Current lr: 0.0004848967
Step [20/514] - Avg Loss: 1.7617, Current lr: 0.0004848703
Step [30/514] - Avg Loss: 1.7526, Current lr: 0.0004848439
Step [40/514] - Avg Loss: 1.7476, Current lr: 0.0004848174
Step [50/514] - Avg Loss: 1.7518, Current lr: 0.0004847909
Step [60/514] - Avg Loss: 1.7498, Current lr: 0.0004847644
Step [70/514] - Avg Loss: 1.7538, Current lr: 0.0004847378
Step [80/514] - Avg Loss: 1.7559, Current lr: 0.0004847113
Step [90/514] - Avg Loss: 1.7575, Current lr: 0.0004846847
Step [100/514] - Avg Loss: 1.7565, Current lr: 0.0004846581
Step [110/514] - Avg Loss: 1.7578, Current lr: 0.0004846315
Step [120/514] - Avg Loss: 1.7596, Current lr: 0.0004846048
Step [130/514] - Avg Loss: 1.7607, Current lr: 0.0004845781
Step [140/514] - Avg Loss: 1.7613, Current lr: 0.0004845514
Step [150/514] - Avg Loss: 1.7600, Current lr: 0.0004845247
Step [160/514] - Avg Loss: 1.7599, Current lr: 0.0004844980
Step [170/514] - Avg Loss: 1.7594, Current lr: 0.0004844712
Step [180/514] - Avg Loss: 1.7596, Current lr: 0.0004844444
Step [190/514] - Avg Loss: 1.7585, Current lr: 0.0004844176
Step [200/514] - Avg Loss: 1.7586, Current lr: 0.0004843908
Step [210/514] - Avg Loss: 1.7582, Current lr: 0.0004843639
Step [220/514] - Avg Loss: 1.7592, Current lr: 0.0004843371
Step [230/514] - Avg Loss: 1.7599, Current lr: 0.0004843102
Step [240/514] - Avg Loss: 1.7596, Current lr: 0.0004842832
Step [250/514] - Avg Loss: 1.7612, Current lr: 0.0004842563
Step [260/514] - Avg Loss: 1.7615, Current lr: 0.0004842293
Step [270/514] - Avg Loss: 1.7615, Current lr: 0.0004842024
Step [280/514] - Avg Loss: 1.7613, Current lr: 0.0004841753
Step [290/514] - Avg Loss: 1.7612, Current lr: 0.0004841483
Step [300/514] - Avg Loss: 1.7615, Current lr: 0.0004841213
Step [310/514] - Avg Loss: 1.7620, Current lr: 0.0004840942
Step [320/514] - Avg Loss: 1.7621, Current lr: 0.0004840671
Step [330/514] - Avg Loss: 1.7627, Current lr: 0.0004840400
Step [340/514] - Avg Loss: 1.7625, Current lr: 0.0004840128
Step [350/514] - Avg Loss: 1.7629, Current lr: 0.0004839857
Step [360/514] - Avg Loss: 1.7633, Current lr: 0.0004839585
Step [370/514] - Avg Loss: 1.7635, Current lr: 0.0004839313
Step [380/514] - Avg Loss: 1.7637, Current lr: 0.0004839040
Step [390/514] - Avg Loss: 1.7633, Current lr: 0.0004838768
Step [400/514] - Avg Loss: 1.7634, Current lr: 0.0004838495
Step [410/514] - Avg Loss: 1.7633, Current lr: 0.0004838222
Step [420/514] - Avg Loss: 1.7634, Current lr: 0.0004837949
Step [430/514] - Avg Loss: 1.7639, Current lr: 0.0004837675
Step [440/514] - Avg Loss: 1.7638, Current lr: 0.0004837402
Step [450/514] - Avg Loss: 1.7637, Current lr: 0.0004837128
Step [460/514] - Avg Loss: 1.7639, Current lr: 0.0004836854
Step [470/514] - Avg Loss: 1.7642, Current lr: 0.0004836579
Step [480/514] - Avg Loss: 1.7644, Current lr: 0.0004836305
Step [490/514] - Avg Loss: 1.7644, Current lr: 0.0004836030
Step [500/514] - Avg Loss: 1.7642, Current lr: 0.0004835755
Step [510/514] - Avg Loss: 1.7641, Current lr: 0.0004835480
Epoch [25] - Avg Loss: 1.7642
Epoch [25] - Start Eval
Eval - Avg Loss: 1.8008
Save model at epoch [25]
Epoch [26] - Start Training
Step [10/514] - Avg Loss: 1.7424, Current lr: 0.0004835094
Step [20/514] - Avg Loss: 1.7291, Current lr: 0.0004834818
Step [30/514] - Avg Loss: 1.7313, Current lr: 0.0004834542
Step [40/514] - Avg Loss: 1.7304, Current lr: 0.0004834266
Step [50/514] - Avg Loss: 1.7362, Current lr: 0.0004833990
Step [60/514] - Avg Loss: 1.7354, Current lr: 0.0004833713
Step [70/514] - Avg Loss: 1.7361, Current lr: 0.0004833436
Step [80/514] - Avg Loss: 1.7375, Current lr: 0.0004833159
Step [90/514] - Avg Loss: 1.7370, Current lr: 0.0004832882
Step [100/514] - Avg Loss: 1.7385, Current lr: 0.0004832604
Step [110/514] - Avg Loss: 1.7411, Current lr: 0.0004832327
Step [120/514] - Avg Loss: 1.7416, Current lr: 0.0004832049
Step [130/514] - Avg Loss: 1.7425, Current lr: 0.0004831770
Step [140/514] - Avg Loss: 1.7438, Current lr: 0.0004831492
Step [150/514] - Avg Loss: 1.7440, Current lr: 0.0004831213
Step [160/514] - Avg Loss: 1.7449, Current lr: 0.0004830935
Step [170/514] - Avg Loss: 1.7454, Current lr: 0.0004830655
Step [180/514] - Avg Loss: 1.7466, Current lr: 0.0004830376
Step [190/514] - Avg Loss: 1.7465, Current lr: 0.0004830097
Step [200/514] - Avg Loss: 1.7463, Current lr: 0.0004829817
Step [210/514] - Avg Loss: 1.7466, Current lr: 0.0004829537
Step [220/514] - Avg Loss: 1.7466, Current lr: 0.0004829257
Step [230/514] - Avg Loss: 1.7468, Current lr: 0.0004828976
Step [240/514] - Avg Loss: 1.7466, Current lr: 0.0004828696
Step [250/514] - Avg Loss: 1.7467, Current lr: 0.0004828415
Step [260/514] - Avg Loss: 1.7464, Current lr: 0.0004828134
Step [270/514] - Avg Loss: 1.7471, Current lr: 0.0004827852
Step [280/514] - Avg Loss: 1.7477, Current lr: 0.0004827571
Step [290/514] - Avg Loss: 1.7485, Current lr: 0.0004827289
Step [300/514] - Avg Loss: 1.7495, Current lr: 0.0004827007
Step [310/514] - Avg Loss: 1.7495, Current lr: 0.0004826725
Step [320/514] - Avg Loss: 1.7494, Current lr: 0.0004826443
Step [330/514] - Avg Loss: 1.7499, Current lr: 0.0004826160
Step [340/514] - Avg Loss: 1.7502, Current lr: 0.0004825877
Step [350/514] - Avg Loss: 1.7506, Current lr: 0.0004825594
Step [360/514] - Avg Loss: 1.7506, Current lr: 0.0004825311
Step [370/514] - Avg Loss: 1.7504, Current lr: 0.0004825027
Step [380/514] - Avg Loss: 1.7507, Current lr: 0.0004824743
Step [390/514] - Avg Loss: 1.7510, Current lr: 0.0004824459
Step [400/514] - Avg Loss: 1.7513, Current lr: 0.0004824175
Step [410/514] - Avg Loss: 1.7509, Current lr: 0.0004823891
Step [420/514] - Avg Loss: 1.7508, Current lr: 0.0004823606
Step [430/514] - Avg Loss: 1.7515, Current lr: 0.0004823321
Step [440/514] - Avg Loss: 1.7516, Current lr: 0.0004823036
Step [450/514] - Avg Loss: 1.7520, Current lr: 0.0004822751
Step [460/514] - Avg Loss: 1.7521, Current lr: 0.0004822465
Step [470/514] - Avg Loss: 1.7522, Current lr: 0.0004822180
Step [480/514] - Avg Loss: 1.7518, Current lr: 0.0004821894
Step [490/514] - Avg Loss: 1.7520, Current lr: 0.0004821608
Step [500/514] - Avg Loss: 1.7520, Current lr: 0.0004821321
Step [510/514] - Avg Loss: 1.7516, Current lr: 0.0004821035
Epoch [26] - Avg Loss: 1.7518
Epoch [26] - Start Eval
Eval - Avg Loss: 1.7934
Save model at epoch [26]
Epoch [27] - Start Training
Step [10/514] - Avg Loss: 1.7174, Current lr: 0.0004820633
Step [20/514] - Avg Loss: 1.7192, Current lr: 0.0004820346
Step [30/514] - Avg Loss: 1.7227, Current lr: 0.0004820058
Step [40/514] - Avg Loss: 1.7225, Current lr: 0.0004819771
Step [50/514] - Avg Loss: 1.7229, Current lr: 0.0004819483
Step [60/514] - Avg Loss: 1.7233, Current lr: 0.0004819195
Step [70/514] - Avg Loss: 1.7225, Current lr: 0.0004818907
Step [80/514] - Avg Loss: 1.7224, Current lr: 0.0004818618
Step [90/514] - Avg Loss: 1.7258, Current lr: 0.0004818329
Step [100/514] - Avg Loss: 1.7254, Current lr: 0.0004818041
Step [110/514] - Avg Loss: 1.7253, Current lr: 0.0004817751
Step [120/514] - Avg Loss: 1.7246, Current lr: 0.0004817462
Step [130/514] - Avg Loss: 1.7255, Current lr: 0.0004817172
Step [140/514] - Avg Loss: 1.7268, Current lr: 0.0004816883
Step [150/514] - Avg Loss: 1.7264, Current lr: 0.0004816593
Step [160/514] - Avg Loss: 1.7281, Current lr: 0.0004816302
Step [170/514] - Avg Loss: 1.7297, Current lr: 0.0004816012
Step [180/514] - Avg Loss: 1.7296, Current lr: 0.0004815721
Step [190/514] - Avg Loss: 1.7298, Current lr: 0.0004815430
Step [200/514] - Avg Loss: 1.7302, Current lr: 0.0004815139
Step [210/514] - Avg Loss: 1.7318, Current lr: 0.0004814848
Step [220/514] - Avg Loss: 1.7320, Current lr: 0.0004814556
Step [230/514] - Avg Loss: 1.7320, Current lr: 0.0004814265
Step [240/514] - Avg Loss: 1.7324, Current lr: 0.0004813973
Step [250/514] - Avg Loss: 1.7334, Current lr: 0.0004813680
Step [260/514] - Avg Loss: 1.7341, Current lr: 0.0004813388
Step [270/514] - Avg Loss: 1.7344, Current lr: 0.0004813095
Step [280/514] - Avg Loss: 1.7346, Current lr: 0.0004812802
Step [290/514] - Avg Loss: 1.7351, Current lr: 0.0004812509
Step [300/514] - Avg Loss: 1.7357, Current lr: 0.0004812216
Step [310/514] - Avg Loss: 1.7357, Current lr: 0.0004811922
Step [320/514] - Avg Loss: 1.7358, Current lr: 0.0004811628
Step [330/514] - Avg Loss: 1.7365, Current lr: 0.0004811334
Step [340/514] - Avg Loss: 1.7369, Current lr: 0.0004811040
Step [350/514] - Avg Loss: 1.7371, Current lr: 0.0004810746
Step [360/514] - Avg Loss: 1.7370, Current lr: 0.0004810451
Step [370/514] - Avg Loss: 1.7380, Current lr: 0.0004810156
Step [380/514] - Avg Loss: 1.7384, Current lr: 0.0004809861
Step [390/514] - Avg Loss: 1.7381, Current lr: 0.0004809566
Step [400/514] - Avg Loss: 1.7385, Current lr: 0.0004809270
Step [410/514] - Avg Loss: 1.7380, Current lr: 0.0004808975
Step [420/514] - Avg Loss: 1.7382, Current lr: 0.0004808679
Step [430/514] - Avg Loss: 1.7388, Current lr: 0.0004808382
Step [440/514] - Avg Loss: 1.7392, Current lr: 0.0004808086
Step [450/514] - Avg Loss: 1.7388, Current lr: 0.0004807789
Step [460/514] - Avg Loss: 1.7385, Current lr: 0.0004807493
Step [470/514] - Avg Loss: 1.7388, Current lr: 0.0004807195
Step [480/514] - Avg Loss: 1.7392, Current lr: 0.0004806898
Step [490/514] - Avg Loss: 1.7395, Current lr: 0.0004806601
Step [500/514] - Avg Loss: 1.7396, Current lr: 0.0004806303
Step [510/514] - Avg Loss: 1.7398, Current lr: 0.0004806005
Epoch [27] - Avg Loss: 1.7401
Epoch [27] - Start Eval
Eval - Avg Loss: 1.7911
Save model at epoch [27]
Epoch [28] - Start Training
Step [10/514] - Avg Loss: 1.7121, Current lr: 0.0004805587
Step [20/514] - Avg Loss: 1.7070, Current lr: 0.0004805289
Step [30/514] - Avg Loss: 1.7136, Current lr: 0.0004804990
Step [40/514] - Avg Loss: 1.7146, Current lr: 0.0004804691
Step [50/514] - Avg Loss: 1.7167, Current lr: 0.0004804392
Step [60/514] - Avg Loss: 1.7184, Current lr: 0.0004804093
Step [70/514] - Avg Loss: 1.7206, Current lr: 0.0004803793
Step [80/514] - Avg Loss: 1.7225, Current lr: 0.0004803493
Step [90/514] - Avg Loss: 1.7255, Current lr: 0.0004803193
Step [100/514] - Avg Loss: 1.7265, Current lr: 0.0004802893
Step [110/514] - Avg Loss: 1.7264, Current lr: 0.0004802593
Step [120/514] - Avg Loss: 1.7269, Current lr: 0.0004802292
Step [130/514] - Avg Loss: 1.7274, Current lr: 0.0004801991
Step [140/514] - Avg Loss: 1.7279, Current lr: 0.0004801690
Step [150/514] - Avg Loss: 1.7261, Current lr: 0.0004801389
Step [160/514] - Avg Loss: 1.7269, Current lr: 0.0004801087
Step [170/514] - Avg Loss: 1.7272, Current lr: 0.0004800785
Step [180/514] - Avg Loss: 1.7273, Current lr: 0.0004800483
Step [190/514] - Avg Loss: 1.7270, Current lr: 0.0004800181
Step [200/514] - Avg Loss: 1.7281, Current lr: 0.0004799879
Step [210/514] - Avg Loss: 1.7271, Current lr: 0.0004799576
Step [220/514] - Avg Loss: 1.7274, Current lr: 0.0004799273
Step [230/514] - Avg Loss: 1.7272, Current lr: 0.0004798970
Step [240/514] - Avg Loss: 1.7277, Current lr: 0.0004798667
Step [250/514] - Avg Loss: 1.7273, Current lr: 0.0004798363
Step [260/514] - Avg Loss: 1.7267, Current lr: 0.0004798060
Step [270/514] - Avg Loss: 1.7269, Current lr: 0.0004797756
Step [280/514] - Avg Loss: 1.7274, Current lr: 0.0004797451
Step [290/514] - Avg Loss: 1.7270, Current lr: 0.0004797147
Step [300/514] - Avg Loss: 1.7270, Current lr: 0.0004796842
Step [310/514] - Avg Loss: 1.7274, Current lr: 0.0004796538
Step [320/514] - Avg Loss: 1.7272, Current lr: 0.0004796233
Step [330/514] - Avg Loss: 1.7275, Current lr: 0.0004795927
Step [340/514] - Avg Loss: 1.7281, Current lr: 0.0004795622
Step [350/514] - Avg Loss: 1.7284, Current lr: 0.0004795316
Step [360/514] - Avg Loss: 1.7287, Current lr: 0.0004795010
Step [370/514] - Avg Loss: 1.7290, Current lr: 0.0004794704
Step [380/514] - Avg Loss: 1.7288, Current lr: 0.0004794398
Step [390/514] - Avg Loss: 1.7289, Current lr: 0.0004794091
Step [400/514] - Avg Loss: 1.7290, Current lr: 0.0004793784
Step [410/514] - Avg Loss: 1.7292, Current lr: 0.0004793477
Step [420/514] - Avg Loss: 1.7295, Current lr: 0.0004793170
Step [430/514] - Avg Loss: 1.7290, Current lr: 0.0004792862
Step [440/514] - Avg Loss: 1.7292, Current lr: 0.0004792555
Step [450/514] - Avg Loss: 1.7296, Current lr: 0.0004792247
Step [460/514] - Avg Loss: 1.7303, Current lr: 0.0004791939
Step [470/514] - Avg Loss: 1.7304, Current lr: 0.0004791630
Step [480/514] - Avg Loss: 1.7305, Current lr: 0.0004791322
Step [490/514] - Avg Loss: 1.7307, Current lr: 0.0004791013
Step [500/514] - Avg Loss: 1.7307, Current lr: 0.0004790704
Step [510/514] - Avg Loss: 1.7309, Current lr: 0.0004790395
Epoch [28] - Avg Loss: 1.7306
Epoch [28] - Start Eval
Eval - Avg Loss: 1.7851
Save model at epoch [28]
Epoch [29] - Start Training
Step [10/514] - Avg Loss: 1.7113, Current lr: 0.0004789962
Step [20/514] - Avg Loss: 1.7133, Current lr: 0.0004789652
Step [30/514] - Avg Loss: 1.7062, Current lr: 0.0004789342
Step [40/514] - Avg Loss: 1.7085, Current lr: 0.0004789032
Step [50/514] - Avg Loss: 1.7092, Current lr: 0.0004788721
Step [60/514] - Avg Loss: 1.7092, Current lr: 0.0004788411
Step [70/514] - Avg Loss: 1.7096, Current lr: 0.0004788100
Step [80/514] - Avg Loss: 1.7096, Current lr: 0.0004787789
Step [90/514] - Avg Loss: 1.7095, Current lr: 0.0004787478
Step [100/514] - Avg Loss: 1.7088, Current lr: 0.0004787166
Step [110/514] - Avg Loss: 1.7088, Current lr: 0.0004786854
Step [120/514] - Avg Loss: 1.7107, Current lr: 0.0004786543
Step [130/514] - Avg Loss: 1.7093, Current lr: 0.0004786230
Step [140/514] - Avg Loss: 1.7106, Current lr: 0.0004785918
Step [150/514] - Avg Loss: 1.7103, Current lr: 0.0004785605
Step [160/514] - Avg Loss: 1.7106, Current lr: 0.0004785293
Step [170/514] - Avg Loss: 1.7113, Current lr: 0.0004784980
Step [180/514] - Avg Loss: 1.7101, Current lr: 0.0004784666
Step [190/514] - Avg Loss: 1.7107, Current lr: 0.0004784353
Step [200/514] - Avg Loss: 1.7104, Current lr: 0.0004784039
Step [210/514] - Avg Loss: 1.7099, Current lr: 0.0004783726
Step [220/514] - Avg Loss: 1.7102, Current lr: 0.0004783411
Step [230/514] - Avg Loss: 1.7105, Current lr: 0.0004783097
Step [240/514] - Avg Loss: 1.7104, Current lr: 0.0004782783
Step [250/514] - Avg Loss: 1.7115, Current lr: 0.0004782468
Step [260/514] - Avg Loss: 1.7119, Current lr: 0.0004782153
Step [270/514] - Avg Loss: 1.7138, Current lr: 0.0004781838
Step [280/514] - Avg Loss: 1.7144, Current lr: 0.0004781522
Step [290/514] - Avg Loss: 1.7149, Current lr: 0.0004781207
Step [300/514] - Avg Loss: 1.7151, Current lr: 0.0004780891
Step [310/514] - Avg Loss: 1.7149, Current lr: 0.0004780575
Step [320/514] - Avg Loss: 1.7152, Current lr: 0.0004780259
Step [330/514] - Avg Loss: 1.7149, Current lr: 0.0004779942
Step [340/514] - Avg Loss: 1.7147, Current lr: 0.0004779625
Step [350/514] - Avg Loss: 1.7151, Current lr: 0.0004779308
Step [360/514] - Avg Loss: 1.7148, Current lr: 0.0004778991
Step [370/514] - Avg Loss: 1.7146, Current lr: 0.0004778674
Step [380/514] - Avg Loss: 1.7155, Current lr: 0.0004778356
Step [390/514] - Avg Loss: 1.7162, Current lr: 0.0004778039
Step [400/514] - Avg Loss: 1.7170, Current lr: 0.0004777721
Step [410/514] - Avg Loss: 1.7172, Current lr: 0.0004777402
Step [420/514] - Avg Loss: 1.7173, Current lr: 0.0004777084
Step [430/514] - Avg Loss: 1.7175, Current lr: 0.0004776765
Step [440/514] - Avg Loss: 1.7178, Current lr: 0.0004776446
Step [450/514] - Avg Loss: 1.7177, Current lr: 0.0004776127
Step [460/514] - Avg Loss: 1.7176, Current lr: 0.0004775808
Step [470/514] - Avg Loss: 1.7177, Current lr: 0.0004775488
Step [480/514] - Avg Loss: 1.7182, Current lr: 0.0004775169
Step [490/514] - Avg Loss: 1.7183, Current lr: 0.0004774849
Step [500/514] - Avg Loss: 1.7183, Current lr: 0.0004774529
Step [510/514] - Avg Loss: 1.7186, Current lr: 0.0004774208
Epoch [29] - Avg Loss: 1.7184
Epoch [29] - Start Eval
Eval - Avg Loss: 1.7840
Save model at epoch [29]
Epoch [30] - Start Training
Step [10/514] - Avg Loss: 1.7053, Current lr: 0.0004773759
Step [20/514] - Avg Loss: 1.6957, Current lr: 0.0004773438
Step [30/514] - Avg Loss: 1.7048, Current lr: 0.0004773117
Step [40/514] - Avg Loss: 1.7015, Current lr: 0.0004772796
Step [50/514] - Avg Loss: 1.6993, Current lr: 0.0004772474
Step [60/514] - Avg Loss: 1.6990, Current lr: 0.0004772153
Step [70/514] - Avg Loss: 1.6988, Current lr: 0.0004771831
Step [80/514] - Avg Loss: 1.6968, Current lr: 0.0004771508
Step [90/514] - Avg Loss: 1.6949, Current lr: 0.0004771186
Step [100/514] - Avg Loss: 1.6955, Current lr: 0.0004770863
